year,shock,variable,pct_dev
2025,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.0
2026,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.268
2027,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.449
2028,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.617
2029,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.771
2030,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),0.913
2031,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.045
2032,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.168
2033,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.282
2034,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.389
2035,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.489
2036,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.583
2037,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.671
2038,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.754
2039,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.832
2040,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.905
2041,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),1.974
2042,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.039
2043,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.1
2044,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.157
2045,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.211
2046,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.261
2047,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.309
2048,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.354
2049,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.396
2050,Infrastructure investment,Output (Y<sup>d</sup><sub>t</sub>),2.435
2025,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.0
2026,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.554
2027,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.373
2028,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.285
2029,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.267
2030,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.307
2031,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.391
2032,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.511
2033,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.659
2034,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),0.828
2035,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.013
2036,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.21
2037,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.416
2038,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.628
2039,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),1.842
2040,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.058
2041,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.274
2042,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.488
2043,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.699
2044,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),2.906
2045,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.109
2046,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.307
2047,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.499
2048,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.685
2049,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),3.865
2050,Human capital investment,Output (Y<sup>d</sup><sub>t</sub>),4.039
2025,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),0.0
2026,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),0.024
2027,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),0.115
2028,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),0.364
2029,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),0.659
2030,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),0.955
2031,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),1.238
2032,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),1.505
2033,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),1.753
2034,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),1.984
2035,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),2.199
2036,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),2.4
2037,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),2.587
2038,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),2.761
2039,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),2.923
2040,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.074
2041,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.215
2042,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.347
2043,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.47
2044,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.584
2045,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.691
2046,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.79
2047,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.883
2048,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),3.97
2049,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),4.051
2050,R&D investment,Output (Y<sup>d</sup><sub>t</sub>),4.126
2025,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.0
2026,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.249
2027,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.268
2028,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.289
2029,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.31
2030,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.329
2031,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.348
2032,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.365
2033,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.382
2034,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.399
2035,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.414
2036,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.429
2037,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.442
2038,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.456
2039,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.468
2040,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.48
2041,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.491
2042,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.502
2043,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.512
2044,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.522
2045,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.531
2046,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.539
2047,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.548
2048,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.555
2049,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.563
2050,Government consumption,Output (Y<sup>d</sup><sub>t</sub>),0.569
2025,Infrastructure investment,Consumption (C<sub>t</sub>),0.0
2026,Infrastructure investment,Consumption (C<sub>t</sub>),-1.023
2027,Infrastructure investment,Consumption (C<sub>t</sub>),-0.925
2028,Infrastructure investment,Consumption (C<sub>t</sub>),-0.805
2029,Infrastructure investment,Consumption (C<sub>t</sub>),-0.671
2030,Infrastructure investment,Consumption (C<sub>t</sub>),-0.529
2031,Infrastructure investment,Consumption (C<sub>t</sub>),-0.383
2032,Infrastructure investment,Consumption (C<sub>t</sub>),-0.236
2033,Infrastructure investment,Consumption (C<sub>t</sub>),-0.091
2034,Infrastructure investment,Consumption (C<sub>t</sub>),0.051
2035,Infrastructure investment,Consumption (C<sub>t</sub>),0.19
2036,Infrastructure investment,Consumption (C<sub>t</sub>),0.323
2037,Infrastructure investment,Consumption (C<sub>t</sub>),0.451
2038,Infrastructure investment,Consumption (C<sub>t</sub>),0.574
2039,Infrastructure investment,Consumption (C<sub>t</sub>),0.692
2040,Infrastructure investment,Consumption (C<sub>t</sub>),0.804
2041,Infrastructure investment,Consumption (C<sub>t</sub>),0.91
2042,Infrastructure investment,Consumption (C<sub>t</sub>),1.012
2043,Infrastructure investment,Consumption (C<sub>t</sub>),1.108
2044,Infrastructure investment,Consumption (C<sub>t</sub>),1.199
2045,Infrastructure investment,Consumption (C<sub>t</sub>),1.285
2046,Infrastructure investment,Consumption (C<sub>t</sub>),1.366
2047,Infrastructure investment,Consumption (C<sub>t</sub>),1.443
2048,Infrastructure investment,Consumption (C<sub>t</sub>),1.516
2049,Infrastructure investment,Consumption (C<sub>t</sub>),1.584
2050,Infrastructure investment,Consumption (C<sub>t</sub>),1.649
2025,Human capital investment,Consumption (C<sub>t</sub>),0.0
2026,Human capital investment,Consumption (C<sub>t</sub>),-1.034
2027,Human capital investment,Consumption (C<sub>t</sub>),-0.971
2028,Human capital investment,Consumption (C<sub>t</sub>),-0.91
2029,Human capital investment,Consumption (C<sub>t</sub>),-0.836
2030,Human capital investment,Consumption (C<sub>t</sub>),-0.741
2031,Human capital investment,Consumption (C<sub>t</sub>),-0.622
2032,Human capital investment,Consumption (C<sub>t</sub>),-0.478
2033,Human capital investment,Consumption (C<sub>t</sub>),-0.308
2034,Human capital investment,Consumption (C<sub>t</sub>),-0.115
2035,Human capital investment,Consumption (C<sub>t</sub>),0.098
2036,Human capital investment,Consumption (C<sub>t</sub>),0.33
2037,Human capital investment,Consumption (C<sub>t</sub>),0.576
2038,Human capital investment,Consumption (C<sub>t</sub>),0.835
2039,Human capital investment,Consumption (C<sub>t</sub>),1.104
2040,Human capital investment,Consumption (C<sub>t</sub>),1.379
2041,Human capital investment,Consumption (C<sub>t</sub>),1.66
2042,Human capital investment,Consumption (C<sub>t</sub>),1.943
2043,Human capital investment,Consumption (C<sub>t</sub>),2.227
2044,Human capital investment,Consumption (C<sub>t</sub>),2.511
2045,Human capital investment,Consumption (C<sub>t</sub>),2.792
2046,Human capital investment,Consumption (C<sub>t</sub>),3.071
2047,Human capital investment,Consumption (C<sub>t</sub>),3.344
2048,Human capital investment,Consumption (C<sub>t</sub>),3.612
2049,Human capital investment,Consumption (C<sub>t</sub>),3.875
2050,Human capital investment,Consumption (C<sub>t</sub>),4.13
2025,R&D investment,Consumption (C<sub>t</sub>),0.0
2026,R&D investment,Consumption (C<sub>t</sub>),-1.078
2027,R&D investment,Consumption (C<sub>t</sub>),-1.025
2028,R&D investment,Consumption (C<sub>t</sub>),-0.907
2029,R&D investment,Consumption (C<sub>t</sub>),-0.725
2030,R&D investment,Consumption (C<sub>t</sub>),-0.491
2031,R&D investment,Consumption (C<sub>t</sub>),-0.221
2032,R&D investment,Consumption (C<sub>t</sub>),0.071
2033,R&D investment,Consumption (C<sub>t</sub>),0.374
2034,R&D investment,Consumption (C<sub>t</sub>),0.68
2035,R&D investment,Consumption (C<sub>t</sub>),0.984
2036,R&D investment,Consumption (C<sub>t</sub>),1.281
2037,R&D investment,Consumption (C<sub>t</sub>),1.568
2038,R&D investment,Consumption (C<sub>t</sub>),1.844
2039,R&D investment,Consumption (C<sub>t</sub>),2.107
2040,R&D investment,Consumption (C<sub>t</sub>),2.357
2041,R&D investment,Consumption (C<sub>t</sub>),2.594
2042,R&D investment,Consumption (C<sub>t</sub>),2.817
2043,R&D investment,Consumption (C<sub>t</sub>),3.027
2044,R&D investment,Consumption (C<sub>t</sub>),3.225
2045,R&D investment,Consumption (C<sub>t</sub>),3.41
2046,R&D investment,Consumption (C<sub>t</sub>),3.584
2047,R&D investment,Consumption (C<sub>t</sub>),3.747
2048,R&D investment,Consumption (C<sub>t</sub>),3.899
2049,R&D investment,Consumption (C<sub>t</sub>),4.041
2050,R&D investment,Consumption (C<sub>t</sub>),4.174
2025,Government consumption,Consumption (C<sub>t</sub>),0.0
2026,Government consumption,Consumption (C<sub>t</sub>),-1.759
2027,Government consumption,Consumption (C<sub>t</sub>),-1.72
2028,Government consumption,Consumption (C<sub>t</sub>),-1.683
2029,Government consumption,Consumption (C<sub>t</sub>),-1.649
2030,Government consumption,Consumption (C<sub>t</sub>),-1.617
2031,Government consumption,Consumption (C<sub>t</sub>),-1.587
2032,Government consumption,Consumption (C<sub>t</sub>),-1.558
2033,Government consumption,Consumption (C<sub>t</sub>),-1.531
2034,Government consumption,Consumption (C<sub>t</sub>),-1.505
2035,Government consumption,Consumption (C<sub>t</sub>),-1.48
2036,Government consumption,Consumption (C<sub>t</sub>),-1.457
2037,Government consumption,Consumption (C<sub>t</sub>),-1.435
2038,Government consumption,Consumption (C<sub>t</sub>),-1.413
2039,Government consumption,Consumption (C<sub>t</sub>),-1.393
2040,Government consumption,Consumption (C<sub>t</sub>),-1.374
2041,Government consumption,Consumption (C<sub>t</sub>),-1.356
2042,Government consumption,Consumption (C<sub>t</sub>),-1.338
2043,Government consumption,Consumption (C<sub>t</sub>),-1.322
2044,Government consumption,Consumption (C<sub>t</sub>),-1.306
2045,Government consumption,Consumption (C<sub>t</sub>),-1.291
2046,Government consumption,Consumption (C<sub>t</sub>),-1.277
2047,Government consumption,Consumption (C<sub>t</sub>),-1.264
2048,Government consumption,Consumption (C<sub>t</sub>),-1.251
2049,Government consumption,Consumption (C<sub>t</sub>),-1.239
2050,Government consumption,Consumption (C<sub>t</sub>),-1.228
2025,Infrastructure investment,Private investment (I<sub>t</sub>),0.0
2026,Infrastructure investment,Private investment (I<sub>t</sub>),-1.106
2027,Infrastructure investment,Private investment (I<sub>t</sub>),-0.516
2028,Infrastructure investment,Private investment (I<sub>t</sub>),-0.041
2029,Infrastructure investment,Private investment (I<sub>t</sub>),0.334
2030,Infrastructure investment,Private investment (I<sub>t</sub>),0.636
2031,Infrastructure investment,Private investment (I<sub>t</sub>),0.883
2032,Infrastructure investment,Private investment (I<sub>t</sub>),1.087
2033,Infrastructure investment,Private investment (I<sub>t</sub>),1.26
2034,Infrastructure investment,Private investment (I<sub>t</sub>),1.408
2035,Infrastructure investment,Private investment (I<sub>t</sub>),1.536
2036,Infrastructure investment,Private investment (I<sub>t</sub>),1.649
2037,Infrastructure investment,Private investment (I<sub>t</sub>),1.749
2038,Infrastructure investment,Private investment (I<sub>t</sub>),1.84
2039,Infrastructure investment,Private investment (I<sub>t</sub>),1.922
2040,Infrastructure investment,Private investment (I<sub>t</sub>),1.997
2041,Infrastructure investment,Private investment (I<sub>t</sub>),2.066
2042,Infrastructure investment,Private investment (I<sub>t</sub>),2.129
2043,Infrastructure investment,Private investment (I<sub>t</sub>),2.188
2044,Infrastructure investment,Private investment (I<sub>t</sub>),2.242
2045,Infrastructure investment,Private investment (I<sub>t</sub>),2.293
2046,Infrastructure investment,Private investment (I<sub>t</sub>),2.34
2047,Infrastructure investment,Private investment (I<sub>t</sub>),2.384
2048,Infrastructure investment,Private investment (I<sub>t</sub>),2.425
2049,Infrastructure investment,Private investment (I<sub>t</sub>),2.463
2050,Infrastructure investment,Private investment (I<sub>t</sub>),2.499
2025,Human capital investment,Private investment (I<sub>t</sub>),0.0
2026,Human capital investment,Private investment (I<sub>t</sub>),0.259
2027,Human capital investment,Private investment (I<sub>t</sub>),-0.669
2028,Human capital investment,Private investment (I<sub>t</sub>),-1.172
2029,Human capital investment,Private investment (I<sub>t</sub>),-1.395
2030,Human capital investment,Private investment (I<sub>t</sub>),-1.427
2031,Human capital investment,Private investment (I<sub>t</sub>),-1.326
2032,Human capital investment,Private investment (I<sub>t</sub>),-1.134
2033,Human capital investment,Private investment (I<sub>t</sub>),-0.881
2034,Human capital investment,Private investment (I<sub>t</sub>),-0.589
2035,Human capital investment,Private investment (I<sub>t</sub>),-0.272
2036,Human capital investment,Private investment (I<sub>t</sub>),0.057
2037,Human capital investment,Private investment (I<sub>t</sub>),0.39
2038,Human capital investment,Private investment (I<sub>t</sub>),0.723
2039,Human capital investment,Private investment (I<sub>t</sub>),1.051
2040,Human capital investment,Private investment (I<sub>t</sub>),1.371
2041,Human capital investment,Private investment (I<sub>t</sub>),1.682
2042,Human capital investment,Private investment (I<sub>t</sub>),1.983
2043,Human capital investment,Private investment (I<sub>t</sub>),2.272
2044,Human capital investment,Private investment (I<sub>t</sub>),2.55
2045,Human capital investment,Private investment (I<sub>t</sub>),2.815
2046,Human capital investment,Private investment (I<sub>t</sub>),3.069
2047,Human capital investment,Private investment (I<sub>t</sub>),3.311
2048,Human capital investment,Private investment (I<sub>t</sub>),3.542
2049,Human capital investment,Private investment (I<sub>t</sub>),3.761
2050,Human capital investment,Private investment (I<sub>t</sub>),3.968
2025,R&D investment,Private investment (I<sub>t</sub>),0.0
2026,R&D investment,Private investment (I<sub>t</sub>),-1.551
2027,R&D investment,Private investment (I<sub>t</sub>),-3.265
2028,R&D investment,Private investment (I<sub>t</sub>),-2.942
2029,R&D investment,Private investment (I<sub>t</sub>),-2.045
2030,R&D investment,Private investment (I<sub>t</sub>),-1.087
2031,R&D investment,Private investment (I<sub>t</sub>),-0.229
2032,R&D investment,Private investment (I<sub>t</sub>),0.495
2033,R&D investment,Private investment (I<sub>t</sub>),1.095
2034,R&D investment,Private investment (I<sub>t</sub>),1.589
2035,R&D investment,Private investment (I<sub>t</sub>),1.997
2036,R&D investment,Private investment (I<sub>t</sub>),2.338
2037,R&D investment,Private investment (I<sub>t</sub>),2.626
2038,R&D investment,Private investment (I<sub>t</sub>),2.87
2039,R&D investment,Private investment (I<sub>t</sub>),3.081
2040,R&D investment,Private investment (I<sub>t</sub>),3.264
2041,R&D investment,Private investment (I<sub>t</sub>),3.425
2042,R&D investment,Private investment (I<sub>t</sub>),3.567
2043,R&D investment,Private investment (I<sub>t</sub>),3.693
2044,R&D investment,Private investment (I<sub>t</sub>),3.807
2045,R&D investment,Private investment (I<sub>t</sub>),3.909
2046,R&D investment,Private investment (I<sub>t</sub>),4.002
2047,R&D investment,Private investment (I<sub>t</sub>),4.087
2048,R&D investment,Private investment (I<sub>t</sub>),4.164
2049,R&D investment,Private investment (I<sub>t</sub>),4.235
2050,R&D investment,Private investment (I<sub>t</sub>),4.301
2025,Government consumption,Private investment (I<sub>t</sub>),0.0
2026,Government consumption,Private investment (I<sub>t</sub>),0.356
2027,Government consumption,Private investment (I<sub>t</sub>),0.343
2028,Government consumption,Private investment (I<sub>t</sub>),0.346
2029,Government consumption,Private investment (I<sub>t</sub>),0.354
2030,Government consumption,Private investment (I<sub>t</sub>),0.364
2031,Government consumption,Private investment (I<sub>t</sub>),0.377
2032,Government consumption,Private investment (I<sub>t</sub>),0.39
2033,Government consumption,Private investment (I<sub>t</sub>),0.403
2034,Government consumption,Private investment (I<sub>t</sub>),0.417
2035,Government consumption,Private investment (I<sub>t</sub>),0.431
2036,Government consumption,Private investment (I<sub>t</sub>),0.444
2037,Government consumption,Private investment (I<sub>t</sub>),0.457
2038,Government consumption,Private investment (I<sub>t</sub>),0.469
2039,Government consumption,Private investment (I<sub>t</sub>),0.481
2040,Government consumption,Private investment (I<sub>t</sub>),0.492
2041,Government consumption,Private investment (I<sub>t</sub>),0.503
2042,Government consumption,Private investment (I<sub>t</sub>),0.513
2043,Government consumption,Private investment (I<sub>t</sub>),0.523
2044,Government consumption,Private investment (I<sub>t</sub>),0.532
2045,Government consumption,Private investment (I<sub>t</sub>),0.54
2046,Government consumption,Private investment (I<sub>t</sub>),0.548
2047,Government consumption,Private investment (I<sub>t</sub>),0.556
2048,Government consumption,Private investment (I<sub>t</sub>),0.563
2049,Government consumption,Private investment (I<sub>t</sub>),0.57
2050,Government consumption,Private investment (I<sub>t</sub>),0.576
2025,Infrastructure investment,Government spending (G<sub>t</sub>),0.0
2026,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2027,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2028,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2029,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2030,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2031,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2032,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2033,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2034,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2035,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2036,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2037,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2038,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2039,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2040,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2041,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2042,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2043,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2044,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2045,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2046,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2047,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2048,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2049,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2050,Infrastructure investment,Government spending (G<sub>t</sub>),4.338
2025,Human capital investment,Government spending (G<sub>t</sub>),0.0
2026,Human capital investment,Government spending (G<sub>t</sub>),4.338
2027,Human capital investment,Government spending (G<sub>t</sub>),4.338
2028,Human capital investment,Government spending (G<sub>t</sub>),4.338
2029,Human capital investment,Government spending (G<sub>t</sub>),4.338
2030,Human capital investment,Government spending (G<sub>t</sub>),4.338
2031,Human capital investment,Government spending (G<sub>t</sub>),4.338
2032,Human capital investment,Government spending (G<sub>t</sub>),4.338
2033,Human capital investment,Government spending (G<sub>t</sub>),4.338
2034,Human capital investment,Government spending (G<sub>t</sub>),4.338
2035,Human capital investment,Government spending (G<sub>t</sub>),4.338
2036,Human capital investment,Government spending (G<sub>t</sub>),4.338
2037,Human capital investment,Government spending (G<sub>t</sub>),4.338
2038,Human capital investment,Government spending (G<sub>t</sub>),4.338
2039,Human capital investment,Government spending (G<sub>t</sub>),4.338
2040,Human capital investment,Government spending (G<sub>t</sub>),4.338
2041,Human capital investment,Government spending (G<sub>t</sub>),4.338
2042,Human capital investment,Government spending (G<sub>t</sub>),4.338
2043,Human capital investment,Government spending (G<sub>t</sub>),4.338
2044,Human capital investment,Government spending (G<sub>t</sub>),4.338
2045,Human capital investment,Government spending (G<sub>t</sub>),4.338
2046,Human capital investment,Government spending (G<sub>t</sub>),4.338
2047,Human capital investment,Government spending (G<sub>t</sub>),4.338
2048,Human capital investment,Government spending (G<sub>t</sub>),4.338
2049,Human capital investment,Government spending (G<sub>t</sub>),4.338
2050,Human capital investment,Government spending (G<sub>t</sub>),4.338
2025,R&D investment,Government spending (G<sub>t</sub>),0.0
2026,R&D investment,Government spending (G<sub>t</sub>),4.338
2027,R&D investment,Government spending (G<sub>t</sub>),4.338
2028,R&D investment,Government spending (G<sub>t</sub>),4.338
2029,R&D investment,Government spending (G<sub>t</sub>),4.338
2030,R&D investment,Government spending (G<sub>t</sub>),4.338
2031,R&D investment,Government spending (G<sub>t</sub>),4.338
2032,R&D investment,Government spending (G<sub>t</sub>),4.338
2033,R&D investment,Government spending (G<sub>t</sub>),4.338
2034,R&D investment,Government spending (G<sub>t</sub>),4.338
2035,R&D investment,Government spending (G<sub>t</sub>),4.338
2036,R&D investment,Government spending (G<sub>t</sub>),4.338
2037,R&D investment,Government spending (G<sub>t</sub>),4.338
2038,R&D investment,Government spending (G<sub>t</sub>),4.338
2039,R&D investment,Government spending (G<sub>t</sub>),4.338
2040,R&D investment,Government spending (G<sub>t</sub>),4.338
2041,R&D investment,Government spending (G<sub>t</sub>),4.338
2042,R&D investment,Government spending (G<sub>t</sub>),4.338
2043,R&D investment,Government spending (G<sub>t</sub>),4.338
2044,R&D investment,Government spending (G<sub>t</sub>),4.338
2045,R&D investment,Government spending (G<sub>t</sub>),4.338
2046,R&D investment,Government spending (G<sub>t</sub>),4.338
2047,R&D investment,Government spending (G<sub>t</sub>),4.338
2048,R&D investment,Government spending (G<sub>t</sub>),4.338
2049,R&D investment,Government spending (G<sub>t</sub>),4.338
2050,R&D investment,Government spending (G<sub>t</sub>),4.338
2025,Government consumption,Government spending (G<sub>t</sub>),0.0
2026,Government consumption,Government spending (G<sub>t</sub>),4.338
2027,Government consumption,Government spending (G<sub>t</sub>),4.338
2028,Government consumption,Government spending (G<sub>t</sub>),4.338
2029,Government consumption,Government spending (G<sub>t</sub>),4.338
2030,Government consumption,Government spending (G<sub>t</sub>),4.338
2031,Government consumption,Government spending (G<sub>t</sub>),4.338
2032,Government consumption,Government spending (G<sub>t</sub>),4.338
2033,Government consumption,Government spending (G<sub>t</sub>),4.338
2034,Government consumption,Government spending (G<sub>t</sub>),4.338
2035,Government consumption,Government spending (G<sub>t</sub>),4.338
2036,Government consumption,Government spending (G<sub>t</sub>),4.338
2037,Government consumption,Government spending (G<sub>t</sub>),4.338
2038,Government consumption,Government spending (G<sub>t</sub>),4.338
2039,Government consumption,Government spending (G<sub>t</sub>),4.338
2040,Government consumption,Government spending (G<sub>t</sub>),4.338
2041,Government consumption,Government spending (G<sub>t</sub>),4.338
2042,Government consumption,Government spending (G<sub>t</sub>),4.338
2043,Government consumption,Government spending (G<sub>t</sub>),4.338
2044,Government consumption,Government spending (G<sub>t</sub>),4.338
2045,Government consumption,Government spending (G<sub>t</sub>),4.338
2046,Government consumption,Government spending (G<sub>t</sub>),4.338
2047,Government consumption,Government spending (G<sub>t</sub>),4.338
2048,Government consumption,Government spending (G<sub>t</sub>),4.338
2049,Government consumption,Government spending (G<sub>t</sub>),4.338
2050,Government consumption,Government spending (G<sub>t</sub>),4.338
2025,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.0
2026,Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.009
2027,Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.012
2028,Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.005
2029,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.01
2030,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.035
2031,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.069
2032,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.11
2033,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.158
2034,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.211
2035,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.269
2036,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.331
2037,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.395
2038,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.46
2039,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.527
2040,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.594
2041,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.661
2042,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.728
2043,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.793
2044,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.857
