year,duration,variable,pct_dev
2025.0,ρ = 0.99,Consumption (C<sub>t</sub>),0.0
2025.25,ρ = 0.99,Consumption (C<sub>t</sub>),-0.901
2025.5,ρ = 0.99,Consumption (C<sub>t</sub>),-0.771
2025.75,ρ = 0.99,Consumption (C<sub>t</sub>),-0.704
2026.0,ρ = 0.99,Consumption (C<sub>t</sub>),-0.668
2026.25,ρ = 0.99,Consumption (C<sub>t</sub>),-0.647
2026.5,ρ = 0.99,Consumption (C<sub>t</sub>),-0.634
2026.75,ρ = 0.99,Consumption (C<sub>t</sub>),-0.624
2027.0,ρ = 0.99,Consumption (C<sub>t</sub>),-0.616
2027.25,ρ = 0.99,Consumption (C<sub>t</sub>),-0.609
2027.5,ρ = 0.99,Consumption (C<sub>t</sub>),-0.603
2027.75,ρ = 0.99,Consumption (C<sub>t</sub>),-0.597
2028.0,ρ = 0.99,Consumption (C<sub>t</sub>),-0.59
2028.25,ρ = 0.99,Consumption (C<sub>t</sub>),-0.584
2028.5,ρ = 0.99,Consumption (C<sub>t</sub>),-0.578
2028.75,ρ = 0.99,Consumption (C<sub>t</sub>),-0.572
2029.0,ρ = 0.99,Consumption (C<sub>t</sub>),-0.567
2029.25,ρ = 0.99,Consumption (C<sub>t</sub>),-0.561
2029.5,ρ = 0.99,Consumption (C<sub>t</sub>),-0.555
2029.75,ρ = 0.99,Consumption (C<sub>t</sub>),-0.549
2030.0,ρ = 0.99,Consumption (C<sub>t</sub>),-0.544
2030.25,ρ = 0.99,Consumption (C<sub>t</sub>),-0.538
2030.5,ρ = 0.99,Consumption (C<sub>t</sub>),-0.532
