variable,series,year,p25,p50,p75
pubinv_ppp_pc_ma5,Advanced economies,1990,1065.2483,1591.8508,1918.0466
pubinv_ppp_pc_ma5,Advanced economies,1991,1052.7246,1680.7633,1874.1676
pubinv_ppp_pc_ma5,Advanced economies,1992,1065.2585,1665.5407,1943.0407
pubinv_ppp_pc_ma5,Advanced economies,1993,1096.9765,1634.6295,1951.5404
pubinv_ppp_pc_ma5,Advanced economies,1994,1142.029,1544.3732,1991.3092
pubinv_ppp_pc_ma5,Advanced economies,1995,1029.9094,1421.6617,1918.0867
pubinv_ppp_pc_ma5,Advanced economies,1996,1070.6897,1375.5753,1887.2558
pubinv_ppp_pc_ma5,Advanced economies,1997,1038.7123,1383.9094,1854.3583
pubinv_ppp_pc_ma5,Advanced economies,1998,1106.1484,1388.0641,1886.652
pubinv_ppp_pc_ma5,Advanced economies,1999,1135.9833,1374.2361,1947.9933
pubinv_ppp_pc_ma5,Advanced economies,2000,1213.9043,1408.9968,1956.0278
pubinv_ppp_pc_ma5,Advanced economies,2001,1211.2741,1526.0635,1955.843
pubinv_ppp_pc_ma5,Advanced economies,2002,1192.7956,1524.6593,2003.3035
pubinv_ppp_pc_ma5,Advanced economies,2003,1226.4801,1598.9786,2070.3272
pubinv_ppp_pc_ma5,Advanced economies,2004,1276.4181,1660.8073,2153.586
pubinv_ppp_pc_ma5,Advanced economies,2005,1339.4674,1732.9324,2181.1918
pubinv_ppp_pc_ma5,Advanced economies,2006,1464.7829,1793.2749,2183.4446
pubinv_ppp_pc_ma5,Advanced economies,2007,1492.6253,1855.1273,2177.8551
pubinv_ppp_pc_ma5,Advanced economies,2008,1523.1474,1904.2482,2226.3869
pubinv_ppp_pc_ma5,Advanced economies,2009,1559.572,2013.5083,2206.7594
pubinv_ppp_pc_ma5,Advanced economies,2010,1618.9378,2060.8873,2240.1336
pubinv_ppp_pc_ma5,Advanced economies,2011,1558.7414,2012.12,2267.1464
pubinv_ppp_pc_ma5,Advanced economies,2012,1499.0901,1975.8011,2203.3853
pubinv_ppp_pc_ma5,Advanced economies,2013,1359.6152,1865.8837,2222.7325
pubinv_ppp_pc_ma5,Advanced economies,2014,1318.0996,1799.6568,2180.0856
pubinv_ppp_pc_ma5,Advanced economies,2015,1317.3761,1807.5343,2201.9903
pubinv_ppp_pc_ma5,Advanced economies,2016,1299.1873,1767.2644,2181.9606
pubinv_ppp_pc_ma5,Advanced economies,2017,1318.7212,1786.5834,2208.1683
pubinv_ppp_pc_ma5,Advanced economies,2018,1358.6674,1854.4792,2228.6004
pubinv_ppp_pc_ma5,Advanced economies,2019,1409.3406,1903.463,2241.2115
pubinv_ppp_pc_ma5,Advanced economies,2020,1460.0599,1940.3202,2280.9765
pubinv_ppp_pc_ma5,Advanced economies,2021,1512.3762,2068.7393,2348.8388
pubinv_ppp_pc_ma5,Advanced economies,2022,1564.2166,2191.1712,2395.6935
pubinv_ppp_pc_ma5,Advanced economies,2023,1624.3823,2221.3838,2443.866
pubinv_ppp_pc_ma5,Advanced economies,2024,1697.2619,2287.1517,2485.1908
pubinv_ppp_pc_ma5,Emerging markets,1990,271.6757,509.7192,1025.2533
pubinv_ppp_pc_ma5,Emerging markets,1991,301.5099,532.5009,927.3642
pubinv_ppp_pc_ma5,Emerging markets,1992,279.9293,551.4157,910.6856
pubinv_ppp_pc_ma5,Emerging markets,1993,292.0598,532.4354,899.0778
pubinv_ppp_pc_ma5,Emerging markets,1994,316.6731,522.7982,944.8904
pubinv_ppp_pc_ma5,Emerging markets,1995,318.9915,501.363,937.3691
pubinv_ppp_pc_ma5,Emerging markets,1996,327.7162,515.3895,978.55
pubinv_ppp_pc_ma5,Emerging markets,1997,331.871,531.3314,936.1069
pubinv_ppp_pc_ma5,Emerging markets,1998,290.7029,533.9372,986.8709
pubinv_ppp_pc_ma5,Emerging markets,1999,306.3064,544.3421,1089.0393
pubinv_ppp_pc_ma5,Emerging markets,2000,323.3286,541.0389,1148.4616
pubinv_ppp_pc_ma5,Emerging markets,2001,315.7413,548.3296,1151.705
pubinv_ppp_pc_ma5,Emerging markets,2002,322.7959,558.9446,1155.1348
pubinv_ppp_pc_ma5,Emerging markets,2003,320.162,581.1763,1131.0067
pubinv_ppp_pc_ma5,Emerging markets,2004,343.472,580.577,1178.3048
pubinv_ppp_pc_ma5,Emerging markets,2005,350.0905,589.2133,1100.2521
pubinv_ppp_pc_ma5,Emerging markets,2006,370.4644,627.7271,1145.9398
pubinv_ppp_pc_ma5,Emerging markets,2007,424.7105,704.6056,1215.7022
pubinv_ppp_pc_ma5,Emerging markets,2008,466.8283,796.7865,1377.2631
pubinv_ppp_pc_ma5,Emerging markets,2009,528.5743,841.6856,1476.1316
pubinv_ppp_pc_ma5,Emerging markets,2010,567.126,900.4421,1608.0978
pubinv_ppp_pc_ma5,Emerging markets,2011,553.9881,959.0827,1539.8571
pubinv_ppp_pc_ma5,Emerging markets,2012,574.6825,948.2464,1606.741
pubinv_ppp_pc_ma5,Emerging markets,2013,570.9674,939.602,1711.6404
pubinv_ppp_pc_ma5,Emerging markets,2014,539.7674,963.3766,1757.9103
pubinv_ppp_pc_ma5,Emerging markets,2015,556.9931,1011.985,1731.9628
pubinv_ppp_pc_ma5,Emerging markets,2016,567.5731,1002.0301,1568.1836
pubinv_ppp_pc_ma5,Emerging markets,2017,560.7296,995.8313,1507.5367
pubinv_ppp_pc_ma5,Emerging markets,2018,549.3147,969.3191,1641.6993
pubinv_ppp_pc_ma5,Emerging markets,2019,543.5908,916.9967,1475.3606
pubinv_ppp_pc_ma5,Emerging markets,2020,540.4568,840.4706,1450.6708
pubinv_ppp_pc_ma5,Emerging markets,2021,501.6368,910.9099,1513.5346
pubinv_ppp_pc_ma5,Emerging markets,2022,526.9685,888.198,1362.7068
pubinv_ppp_pc_ma5,Emerging markets,2023,570.4057,949.0117,1439.6946
pubinv_ppp_pc_ma5,Emerging markets,2024,560.5468,930.9671,1495.9914
pubinv_ppp_pc_ma5,Low-income,1990,59.0894,117.5626,250.3119
pubinv_ppp_pc_ma5,Low-income,1991,57.8261,121.8754,205.4462
pubinv_ppp_pc_ma5,Low-income,1992,64.1976,119.2858,223.8901
pubinv_ppp_pc_ma5,Low-income,1993,69.6492,116.1949,207.9058
pubinv_ppp_pc_ma5,Low-income,1994,75.7578,123.0833,230.1489
pubinv_ppp_pc_ma5,Low-income,1995,70.7399,111.3958,233.2771
pubinv_ppp_pc_ma5,Low-income,1996,72.8654,118.1397,219.5613
pubinv_ppp_pc_ma5,Low-income,1997,70.0256,111.7479,210.2733
pubinv_ppp_pc_ma5,Low-income,1998,63.7075,118.5277,210.465
pubinv_ppp_pc_ma5,Low-income,1999,59.8558,119.2752,203.6128
pubinv_ppp_pc_ma5,Low-income,2000,62.6307,125.0308,187.6186
pubinv_ppp_pc_ma5,Low-income,2001,68.9836,122.4311,181.5109
pubinv_ppp_pc_ma5,Low-income,2002,74.9298,123.268,193.1108
pubinv_ppp_pc_ma5,Low-income,2003,71.3012,123.4461,231.3849
pubinv_ppp_pc_ma5,Low-income,2004,69.6625,145.9496,235.6485
pubinv_ppp_pc_ma5,Low-income,2005,74.7523,152.6807,241.9641
pubinv_ppp_pc_ma5,Low-income,2006,79.1218,158.7159,237.2967
pubinv_ppp_pc_ma5,Low-income,2007,82.6428,167.1847,267.9198
pubinv_ppp_pc_ma5,Low-income,2008,86.4575,171.7718,277.3816
pubinv_ppp_pc_ma5,Low-income,2009,90.2258,189.2199,272.284
pubinv_ppp_pc_ma5,Low-income,2010,105.5027,193.9176,279.9202
pubinv_ppp_pc_ma5,Low-income,2011,103.4277,195.4967,300.0037
pubinv_ppp_pc_ma5,Low-income,2012,107.7998,196.7833,315.8556
pubinv_ppp_pc_ma5,Low-income,2013,126.073,202.6691,322.6958
pubinv_ppp_pc_ma5,Low-income,2014,137.5183,211.1104,329.7405
pubinv_ppp_pc_ma5,Low-income,2015,158.726,214.9905,350.2581
pubinv_ppp_pc_ma5,Low-income,2016,158.4382,227.3413,347.7726
pubinv_ppp_pc_ma5,Low-income,2017,162.7184,246.2078,372.3621
pubinv_ppp_pc_ma5,Low-income,2018,163.8403,241.188,364.4978
pubinv_ppp_pc_ma5,Low-income,2019,162.0302,254.0802,381.1356
pubinv_ppp_pc_ma5,Low-income,2020,159.2356,242.6487,391.6836
pubinv_ppp_pc_ma5,Low-income,2021,168.9743,237.1158,391.3303
pubinv_ppp_pc_ma5,Low-income,2022,153.4126,235.9521,387.0168
pubinv_ppp_pc_ma5,Low-income,2023,142.6647,240.7382,384.5574
pubinv_ppp_pc_ma5,Low-income,2024,135.716,228.2059,410.9802
pubinv_ppp_pc_ma5,Jamaica,2003,,122.0919,
pubinv_ppp_pc_ma5,Jamaica,2004,,131.273,
pubinv_ppp_pc_ma5,Jamaica,2005,,178.5662,
pubinv_ppp_pc_ma5,Jamaica,2006,,214.9918,
pubinv_ppp_pc_ma5,Jamaica,2007,,258.8038,
pubinv_ppp_pc_ma5,Jamaica,2008,,315.4851,
pubinv_ppp_pc_ma5,Jamaica,2009,,373.221,
pubinv_ppp_pc_ma5,Jamaica,2010,,412.9856,
pubinv_ppp_pc_ma5,Jamaica,2011,,437.9294,
pubinv_ppp_pc_ma5,Jamaica,2012,,411.4845,
pubinv_ppp_pc_ma5,Jamaica,2013,,387.2165,
pubinv_ppp_pc_ma5,Jamaica,2014,,342.0243,
pubinv_ppp_pc_ma5,Jamaica,2015,,287.9554,
pubinv_ppp_pc_ma5,Jamaica,2016,,237.9269,
pubinv_ppp_pc_ma5,Jamaica,2017,,228.4953,
pubinv_ppp_pc_ma5,Jamaica,2018,,239.3367,
pubinv_ppp_pc_ma5,Jamaica,2019,,259.8277,
pubinv_ppp_pc_ma5,Jamaica,2020,,285.4666,
pubinv_ppp_pc_ma5,Jamaica,2021,,290.5373,
pubinv_ppp_pc_ma5,Jamaica,2022,,282.8347,
pubinv_ppp_pc_ma5,Jamaica,2023,,253.6541,
pubinv_ppp_pc_ma5,Jamaica,2024,,230.8134,
elec_consumption_wdi,Advanced economies,1990,4023.4321,5600.4076,8527.2141
elec_consumption_wdi,Advanced economies,1991,3981.2083,5451.6772,8522.1415
elec_consumption_wdi,Advanced economies,1992,4104.9002,5452.3933,8558.3342
elec_consumption_wdi,Advanced economies,1993,3922.6894,5491.9891,8717.6452
elec_consumption_wdi,Advanced economies,1994,4351.0642,5616.3239,8837.0045
elec_consumption_wdi,Advanced economies,1995,4250.9087,5718.4142,9027.8848
elec_consumption_wdi,Advanced economies,1996,4573.3452,5905.9922,9151.3927
elec_consumption_wdi,Advanced economies,1997,4791.2852,6066.2432,9177.796
elec_consumption_wdi,Advanced economies,1998,4682.2976,6257.8909,9169.3316
elec_consumption_wdi,Advanced economies,1999,4957.8823,6349.3196,9175.7712
elec_consumption_wdi,Advanced economies,2000,5167.7111,6482.4886,9421.1577
elec_consumption_wdi,Advanced economies,2001,5406.2008,6490.093,9451.3594
elec_consumption_wdi,Advanced economies,2002,5536.731,6574.3884,9552.7415
elec_consumption_wdi,Advanced economies,2003,5644.0349,6695.7151,9426.8971
elec_consumption_wdi,Advanced economies,2004,5673.9466,6882.9702,9731.1315
elec_consumption_wdi,Advanced economies,2005,5711.6547,6917.8605,9676.3347
elec_consumption_wdi,Advanced economies,2006,5869.4248,7123.5378,9684.7966
elec_consumption_wdi,Advanced economies,2007,6054.5292,7157.3786,9675.6475
elec_consumption_wdi,Advanced economies,2008,6015.3871,7173.0463,9578.384
elec_consumption_wdi,Advanced economies,2009,5644.5738,6827.561,9425.6961
elec_consumption_wdi,Advanced economies,2010,5706.5631,7006.2738,9629.9446
elec_consumption_wdi,Advanced economies,2011,5472.5342,7060.0538,10183.4048
elec_consumption_wdi,Advanced economies,2012,5534.8972,7184.3752,10320.09
elec_consumption_wdi,Advanced economies,2013,5395.7499,6827.6036,10263.7356
elec_consumption_wdi,Advanced economies,2014,5137.0738,6732.3675,10146.6683
elec_consumption_wdi,Advanced economies,2015,5229.4254,6875.5933,10091.7052
elec_consumption_wdi,Advanced economies,2016,5500.85,6996.4679,10139.099
elec_consumption_wdi,Advanced economies,2017,5605.8642,7218.8766,10033.9989
elec_consumption_wdi,Advanced economies,2018,5400.9981,7148.7464,9999.8966
elec_consumption_wdi,Advanced economies,2019,5260.0173,6987.7263,9988.7799
elec_consumption_wdi,Advanced economies,2020,5050.1692,6819.6764,9903.0194
elec_consumption_wdi,Advanced economies,2021,5290.2285,6809.8683,9848.5475
elec_consumption_wdi,Advanced economies,2022,5179.7696,6677.3951,9933.1528
elec_consumption_wdi,Advanced economies,2023,5294.6441,6463.4676,10834.2538
elec_consumption_wdi,Emerging markets,1990,514.9107,995.307,2871.4211
elec_consumption_wdi,Emerging markets,1991,548.5802,1095.4115,2621.3106
elec_consumption_wdi,Emerging markets,1992,571.9577,1188.9043,2575.2064
elec_consumption_wdi,Emerging markets,1993,579.8251,1129.3447,2564.6925
elec_consumption_wdi,Emerging markets,1994,620.0235,1127.6955,2620.7583
elec_consumption_wdi,Emerging markets,1995,674.754,1178.5615,2667.5177
elec_consumption_wdi,Emerging markets,1996,763.9336,1260.571,2698.406
elec_consumption_wdi,Emerging markets,1997,720.6465,1324.988,2811.3312
elec_consumption_wdi,Emerging markets,1998,840.7576,1364.4761,2778.3386
elec_consumption_wdi,Emerging markets,1999,875.7285,1429.3682,2724.8053
elec_consumption_wdi,Emerging markets,2000,904.4545,1522.2762,2761.3506
elec_consumption_wdi,Emerging markets,2001,902.603,1573.2865,2769.8119
elec_consumption_wdi,Emerging markets,2002,916.1212,1636.7049,2800.3901
elec_consumption_wdi,Emerging markets,2003,890.4915,1715.7642,2952.9723
elec_consumption_wdi,Emerging markets,2004,912.2218,1815.1539,3098.0073
elec_consumption_wdi,Emerging markets,2005,919.2201,1931.414,3245.3721
elec_consumption_wdi,Emerging markets,2006,972.6855,2027.2034,3365.9819
elec_consumption_wdi,Emerging markets,2007,1000.2458,2055.6048,3487.4255
elec_consumption_wdi,Emerging markets,2008,1036.6641,2054.8626,3481.7435
elec_consumption_wdi,Emerging markets,2009,1193.3906,2003.5586,3299.4609
elec_consumption_wdi,Emerging markets,2010,1204.6273,2049.5445,3566.173
elec_consumption_wdi,Emerging markets,2011,1255.5414,2225.2881,3632.8786
elec_consumption_wdi,Emerging markets,2012,1229.3417,2261.959,3899.1766
elec_consumption_wdi,Emerging markets,2013,1305.9932,2449.1763,3854.5246
elec_consumption_wdi,Emerging markets,2014,1367.6851,2309.3665,3971.7998
elec_consumption_wdi,Emerging markets,2015,1433.5293,2381.2494,4018.6078
elec_consumption_wdi,Emerging markets,2016,1463.2793,2340.5968,3998.1395
elec_consumption_wdi,Emerging markets,2017,1494.3408,2312.15,4007.2398
elec_consumption_wdi,Emerging markets,2018,1480.1417,2436.4771,4081.1576
elec_consumption_wdi,Emerging markets,2019,1509.9928,2421.3382,4121.1059
elec_consumption_wdi,Emerging markets,2020,1425.5268,2329.1551,3865.149
elec_consumption_wdi,Emerging markets,2021,1453.1037,2468.6953,4147.6815
elec_consumption_wdi,Emerging markets,2022,1417.9628,2526.5475,4070.7491
elec_consumption_wdi,Low-income,1990,38.5698,93.403,231.9602
elec_consumption_wdi,Low-income,1991,37.2058,89.9552,224.984
elec_consumption_wdi,Low-income,1992,38.9817,87.8681,196.5626
elec_consumption_wdi,Low-income,1993,37.2046,68.9653,198.8969
elec_consumption_wdi,Low-income,1994,39.3717,76.2502,174.1847
elec_consumption_wdi,Low-income,1995,39.8386,85.0356,168.0951
elec_consumption_wdi,Low-income,1996,39.3368,89.1773,167.7411
elec_consumption_wdi,Low-income,1997,43.5805,88.3967,177.5375
elec_consumption_wdi,Low-income,1998,42.3452,86.3132,178.357
elec_consumption_wdi,Low-income,1999,45.2574,86.0321,179.3683
elec_consumption_wdi,Low-income,2000,50.5724,95.5512,172.0446
elec_consumption_wdi,Low-income,2001,52.8426,97.4338,222.6213
elec_consumption_wdi,Low-income,2002,57.1782,114.0036,213.9569
elec_consumption_wdi,Low-income,2003,56.0708,113.473,193.046
elec_consumption_wdi,Low-income,2004,60.9187,122.8421,205.432
elec_consumption_wdi,Low-income,2005,67.914,114.977,214.7645
elec_consumption_wdi,Low-income,2006,68.2582,122.7391,269.9471
elec_consumption_wdi,Low-income,2007,78.4353,122.7257,265.079
elec_consumption_wdi,Low-income,2008,81.9268,132.0038,294.3256
elec_consumption_wdi,Low-income,2009,77.7325,140.147,318.059
elec_consumption_wdi,Low-income,2010,91.2355,146.3993,328.8575
elec_consumption_wdi,Low-income,2011,87.7993,156.1722,351.6858
elec_consumption_wdi,Low-income,2012,91.2745,166.2867,370.4099
elec_consumption_wdi,Low-income,2013,87.6064,194.658,385.4834
elec_consumption_wdi,Low-income,2014,94.582,194.3984,373.0721
elec_consumption_wdi,Low-income,2015,89.7062,221.5232,380.9854
elec_consumption_wdi,Low-income,2016,90.6977,229.4545,430.0442
elec_consumption_wdi,Low-income,2017,90.0772,233.3331,450.6091
elec_consumption_wdi,Low-income,2018,95.0961,244.8724,491.6896
elec_consumption_wdi,Low-income,2019,96.2219,246.406,537.4756
elec_consumption_wdi,Low-income,2020,97.1974,258.5024,527.7315
elec_consumption_wdi,Low-income,2021,95.8346,283.6615,585.147
elec_consumption_wdi,Low-income,2022,99.8809,281.2518,622.6061
elec_consumption_wdi,Jamaica,1990,,882.3985,
elec_consumption_wdi,Jamaica,1991,,724.7376,
elec_consumption_wdi,Jamaica,1992,,1468.6347,
elec_consumption_wdi,Jamaica,1993,,1545.3591,
elec_consumption_wdi,Jamaica,1994,,1715.4031,
elec_consumption_wdi,Jamaica,1995,,1959.8816,
elec_consumption_wdi,Jamaica,1996,,2041.2262,
elec_consumption_wdi,Jamaica,1997,,2117.4733,
elec_consumption_wdi,Jamaica,1998,,2207.6198,
elec_consumption_wdi,Jamaica,1999,,2267.3609,
elec_consumption_wdi,Jamaica,2000,,2317.2558,
elec_consumption_wdi,Jamaica,2001,,2321.2898,
elec_consumption_wdi,Jamaica,2002,,2391.906,
elec_consumption_wdi,Jamaica,2003,,2456.5021,
elec_consumption_wdi,Jamaica,2004,,2427.1908,
elec_consumption_wdi,Jamaica,2005,,2444.3017,
elec_consumption_wdi,Jamaica,2006,,2418.7625,
elec_consumption_wdi,Jamaica,2007,,1965.5096,
elec_consumption_wdi,Jamaica,2008,,1175.139,
elec_consumption_wdi,Jamaica,2009,,1211.1823,
elec_consumption_wdi,Jamaica,2010,,1204.6273,
elec_consumption_wdi,Jamaica,2011,,1193.2647,
elec_consumption_wdi,Jamaica,2012,,1127.5307,
elec_consumption_wdi,Jamaica,2013,,1098.543,
elec_consumption_wdi,Jamaica,2014,,1081.3427,
elec_consumption_wdi,Jamaica,2015,,1077.2394,
elec_consumption_wdi,Jamaica,2016,,1143.8068,
elec_consumption_wdi,Jamaica,2017,,1146.0478,
elec_consumption_wdi,Jamaica,2018,,1155.2794,
elec_consumption_wdi,Jamaica,2019,,1179.1287,
elec_consumption_wdi,Jamaica,2020,,1094.0606,
elec_consumption_wdi,Jamaica,2021,,1107.2418,
elec_consumption_wdi,Jamaica,2022,,1147.529,
elec_access_wdi,Advanced economies,1990,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1991,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1992,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1993,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1994,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1995,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1996,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1997,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1998,100.0,100.0,100.0
elec_access_wdi,Advanced economies,1999,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2000,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2001,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2002,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2003,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2004,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2005,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2006,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2007,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2008,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2009,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2010,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2011,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2012,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2013,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2014,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2015,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2016,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2017,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2018,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2019,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2020,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2021,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2022,100.0,100.0,100.0
elec_access_wdi,Advanced economies,2023,100.0,100.0,100.0
elec_access_wdi,Emerging markets,1990,96.7563,100.0,100.0
elec_access_wdi,Emerging markets,1991,91.1389,99.9934,100.0
elec_access_wdi,Emerging markets,1992,82.0628,97.9749,100.0
elec_access_wdi,Emerging markets,1993,76.9162,97.5654,100.0
elec_access_wdi,Emerging markets,1994,77.2187,96.5424,100.0
elec_access_wdi,Emerging markets,1995,76.9955,95.8945,100.0
elec_access_wdi,Emerging markets,1996,76.6499,95.9,100.0
elec_access_wdi,Emerging markets,1997,78.3736,96.2829,100.0
elec_access_wdi,Emerging markets,1998,78.337,94.815,100.0
elec_access_wdi,Emerging markets,1999,79.2527,95.9144,100.0
elec_access_wdi,Emerging markets,2000,80.275,94.7,99.0
elec_access_wdi,Emerging markets,2001,81.65,95.4,99.075
elec_access_wdi,Emerging markets,2002,82.175,95.5,99.0
elec_access_wdi,Emerging markets,2003,83.775,95.1,99.0
elec_access_wdi,Emerging markets,2004,84.925,95.3,99.075
elec_access_wdi,Emerging markets,2005,85.1,95.95,99.1
elec_access_wdi,Emerging markets,2006,87.6,97.3,99.4
elec_access_wdi,Emerging markets,2007,87.125,96.85,99.2
elec_access_wdi,Emerging markets,2008,86.225,97.4,99.375
elec_access_wdi,Emerging markets,2009,87.025,97.9,99.4
elec_access_wdi,Emerging markets,2010,90.225,98.5,99.675
elec_access_wdi,Emerging markets,2011,90.35,98.5,99.675
elec_access_wdi,Emerging markets,2012,90.95,98.55,99.8
elec_access_wdi,Emerging markets,2013,91.275,99.05,99.875
elec_access_wdi,Emerging markets,2014,92.75,99.2,100.0
elec_access_wdi,Emerging markets,2015,93.375,99.3,100.0
elec_access_wdi,Emerging markets,2016,93.6,99.5,100.0
elec_access_wdi,Emerging markets,2017,95.1,99.8,100.0
elec_access_wdi,Emerging markets,2018,96.025,99.8,100.0
elec_access_wdi,Emerging markets,2019,96.95,99.85,100.0
elec_access_wdi,Emerging markets,2020,97.475,100.0,100.0
elec_access_wdi,Emerging markets,2021,98.375,100.0,100.0
elec_access_wdi,Emerging markets,2022,99.125,100.0,100.0
elec_access_wdi,Emerging markets,2023,99.325,100.0,100.0
elec_access_wdi,Low-income,1991,13.9057,27.9596,40.1214
elec_access_wdi,Low-income,1992,6.8,19.2,36.0995
elec_access_wdi,Low-income,1993,10.3042,26.9486,36.185
elec_access_wdi,Low-income,1994,5.7367,26.3981,36.8316
elec_access_wdi,Low-income,1995,7.8539,26.9286,38.0524
elec_access_wdi,Low-income,1996,10.9502,29.1262,40.7588
elec_access_wdi,Low-income,1997,7.3629,27.853,40.95
elec_access_wdi,Low-income,1998,7.6313,26.7462,41.9253
elec_access_wdi,Low-income,1999,8.205,26.7136,43.8601
elec_access_wdi,Low-income,2000,8.2,21.5,42.9
elec_access_wdi,Low-income,2001,9.4,24.6,45.05
elec_access_wdi,Low-income,2002,10.35,23.75,46.425
elec_access_wdi,Low-income,2003,11.325,26.0,48.075
elec_access_wdi,Low-income,2004,13.75,27.7,49.9
elec_access_wdi,Low-income,2005,13.95,29.6,51.95
elec_access_wdi,Low-income,2006,14.8,32.15,55.2
elec_access_wdi,Low-income,2007,14.9,32.05,55.225
elec_access_wdi,Low-income,2008,15.925,31.05,57.7
elec_access_wdi,Low-income,2009,15.95,32.4,57.525
elec_access_wdi,Low-income,2010,15.35,36.6,60.2
elec_access_wdi,Low-income,2011,16.15,39.4,61.4
elec_access_wdi,Low-income,2012,20.525,41.95,57.55
elec_access_wdi,Low-income,2013,17.9,43.3,67.25
elec_access_wdi,Low-income,2014,23.825,45.3,67.975
elec_access_wdi,Low-income,2015,24.55,46.9,70.475
elec_access_wdi,Low-income,2016,30.25,50.8,76.275
elec_access_wdi,Low-income,2017,32.725,52.55,79.425
elec_access_wdi,Low-income,2018,38.25,53.1,80.925
elec_access_wdi,Low-income,2019,40.325,53.95,83.875
elec_access_wdi,Low-income,2020,41.275,54.75,85.9
elec_access_wdi,Low-income,2021,43.325,57.6,86.3
elec_access_wdi,Low-income,2022,47.25,58.85,86.2
elec_access_wdi,Low-income,2023,50.3,62.55,89.2
elec_access_wdi,Jamaica,1990,,70.3346,
elec_access_wdi,Jamaica,1991,,77.2289,
elec_access_wdi,Jamaica,1992,,78.0329,
elec_access_wdi,Jamaica,1993,,78.8363,
elec_access_wdi,Jamaica,1994,,79.6383,
elec_access_wdi,Jamaica,1995,,80.4383,
elec_access_wdi,Jamaica,1996,,85.706,
elec_access_wdi,Jamaica,1997,,82.0294,
elec_access_wdi,Jamaica,1998,,82.8192,
elec_access_wdi,Jamaica,1999,,84.5541,
elec_access_wdi,Jamaica,2000,,84.4,
elec_access_wdi,Jamaica,2001,,87.7,
elec_access_wdi,Jamaica,2002,,86.7,
elec_access_wdi,Jamaica,2003,,86.5,
elec_access_wdi,Jamaica,2004,,87.2,
elec_access_wdi,Jamaica,2005,,88.0,
elec_access_wdi,Jamaica,2006,,88.7,
elec_access_wdi,Jamaica,2007,,89.4,
elec_access_wdi,Jamaica,2008,,92.0,
elec_access_wdi,Jamaica,2009,,91.0,
elec_access_wdi,Jamaica,2010,,92.2,
elec_access_wdi,Jamaica,2011,,91.1,
elec_access_wdi,Jamaica,2012,,93.1,
elec_access_wdi,Jamaica,2013,,93.9,
elec_access_wdi,Jamaica,2014,,93.3,
elec_access_wdi,Jamaica,2015,,94.9,
elec_access_wdi,Jamaica,2016,,96.6,
elec_access_wdi,Jamaica,2017,,97.4,
elec_access_wdi,Jamaica,2018,,98.2,
elec_access_wdi,Jamaica,2019,,98.9,
elec_access_wdi,Jamaica,2020,,99.7,
elec_access_wdi,Jamaica,2021,,100.0,
elec_access_wdi,Jamaica,2022,,100.0,
elec_access_wdi,Jamaica,2023,,97.7,
tran_rail_wdi_pc,Advanced economies,1995,0.3126,0.5374,0.7122
tran_rail_wdi_pc,Advanced economies,1996,0.3227,0.5458,0.7301
tran_rail_wdi_pc,Advanced economies,1997,0.3249,0.5452,0.7134
tran_rail_wdi_pc,Advanced economies,1998,0.3277,0.5456,0.7041
tran_rail_wdi_pc,Advanced economies,1999,0.3145,0.5084,0.697
tran_rail_wdi_pc,Advanced economies,2000,0.3136,0.5043,0.6904
tran_rail_wdi_pc,Advanced economies,2001,0.3116,0.4886,0.69
tran_rail_wdi_pc,Advanced economies,2002,0.3105,0.4881,0.6948
tran_rail_wdi_pc,Advanced economies,2003,0.3116,0.4802,0.693
tran_rail_wdi_pc,Advanced economies,2004,0.3085,0.4715,0.6926
